c_last_name,c_first_name,c_salutation,c_preferred_cust_flag,ss_ticket_number,cnt
Billings,Dorothy,Mrs.,N,735918,15
Billings,Leonel,Dr.,N,13008910,15
Billings,Lois,Miss,Y,6902963,15
Billingsley,Carl,Mr.,Y,22076873,15
Billingsley,Heath,Mr.,Y,13321200,15
Billingsley,Vivian,Miss,N,513274,15
Billiot,Barbara,Dr.,N,17827079,15
Billiot,Joanne,Ms.,N,8629910,16
Billiot,Theodore,Sir,Y,8932504,15
Bills,Charles,Sir,Y,13187074,15
Bills,Edith,Ms.,Y,9869086,16
Bills,Retha,Mrs.,Y,16199304,15
Billups,Thelma,Miss,N,22367040,16
Billups,Ursula,Miss,N,20985302,16
Binder,John,Sir,N,17019136,15
Bingham,Allison,Ms.,Y,10099939,15
Bingham,Barbara,Dr.,Y,9926517,15
Bingham,Charles,Sir,Y,12295907,15
Bingham,Julia,Miss,null,9424214,15
Bingham,Leila,Mrs.,N,12680831,15
Bingham,Matthew,Mr.,Y,11183424,15
Bingham,Molly,Dr.,N,11888639,15
Bingham,Russell,Mr.,N,3736256,15
Bingham,Salvador,Dr.,N,9091636,15
Bingham,Thomas,Mr.,Y,22361806,16
Binkley,Marcus,Sir,Y,10314442,16
Binkley,Matthew,Dr.,N,13597625,15
Birch,George,Sir,N,10699377,16
Birch,Mark,Mr.,Y,7838108,15
Birch,Virginia,Miss,Y,9107459,15
Birch,William,Mr.,N,22889069,15
Bird,Alan,Mr.,N,19167233,15
Bird,Claire,Miss,Y,21051698,15
Bird,Ellen,Miss,Y,235664,15
Bird,Janet,Dr.,N,16330373,15
Bird,Jennifer,Miss,N,23272154,16
Bird,Mona,Mrs.,Y,23309863,15
Bird,Scott,Sir,Y,12195141,16
Bishop,Amy,Mrs.,Y,19034835,16
Bishop,Andrew,Dr.,N,15766908,16
Bishop,Branda,Dr.,N,13794326,16
Bishop,Carolyn,Mrs.,N,8788638,15
Bishop,Charles,Mr.,N,18858752,16
Bishop,Craig,Dr.,Y,5016866,15
Bishop,Debra,Mrs.,N,888593,15
Bishop,Eric,Mr.,N,4907747,15
Bishop,Fred,Mr.,N,4349677,15
Bishop,Hannah,Ms.,N,14380165,15
Bishop,Jane,Ms.,N,5394598,15
Bishop,Jessica,Miss,Y,22523776,15
Bishop,John,Dr.,N,5587833,15
Bishop,John,Dr.,N,16118145,16
Bishop,John,Sir,N,22798226,15
Bishop,Justin,Sir,N,15220984,15
Bishop,Kenneth,Mr.,N,10940013,15
Bishop,Kenneth,Sir,Y,10374891,15
Bishop,Lee,Sir,N,21484751,16
Bishop,Lisa,Ms.,Y,13345136,15
Bishop,Louise,Mrs.,Y,10560795,15
Bishop,Megan,Miss,Y,5364780,15
Bishop,Michele,Dr.,Y,10194802,15
Bishop,Natalie,Miss,N,10249927,16
Bishop,Nicholas,Mr.,Y,6897901,15
Bishop,Nicole,Dr.,Y,5388410,15
Bishop,Olga,Dr.,Y,9907257,15
Bishop,Patty,Dr.,N,1427525,15
Bishop,Raven,Mrs.,Y,18473707,16
Bishop,Reinaldo,Sir,Y,15258451,16
Bishop,Richard,Dr.,N,18947514,16
Bishop,Richard,Mr.,N,15261786,15
Bishop,Rita,Mrs.,Y,16966816,16
Bishop,Ronnie,Sir,Y,21522868,15
Bishop,Suzanne,Dr.,Y,4983405,15
Bishop,Timothy,Mr.,Y,14663840,15
Bishop,Tina,Miss,Y,2130980,15
Bisson,Curtis,Mr.,Y,3420970,15
Bittner,Cameron,Sir,N,12108347,15
Bittner,Jessica,Mrs.,Y,23286455,15
Bivens,Ashley,Dr.,Y,21780950,16
Bivins,Douglas,Dr.,N,20102599,15
Bivins,James,null,Y,1929061,15
Bivins,Jonathan,Dr.,N,3724136,15
Bivins,Lorraine,Ms.,N,13783636,15
Black,null,null,null,11298827,15
Black,null,Mr.,null,440247,15
Black,null,Sir,null,7717126,15
Black,Aaron,Mrs.,N,16566201,16
Black,Albert,Dr.,Y,6027551,15
Black,Alicia,Mrs.,Y,16803924,15
Black,Angel,Ms.,Y,8771511,15
Black,Bertha,Dr.,Y,22180297,16
Black,Brandon,Sir,N,8811034,16
Black,Cathy,Ms.,Y,17217338,16
Black,Christine,Dr.,N,19783814,16
Black,Daniel,Sir,Y,10572477,15
Black,Donna,Miss,Y,4773972,15
Black,Dorothea,Ms.,N,15330111,15
Black,Edward,Sir,Y,11285205,15
Black,Ericka,Ms.,Y,11703888,16
Black,Frank,Mr.,Y,516214,15
Black,Harley,Mr.,Y,14893621,15
Black,Janice,Ms.,N,13728205,15
Black,Jerry,Mr.,N,5548908,16
Black,John,Dr.,N,6424328,15
Black,Luz,Dr.,N,7337605,15
Black,Marcus,Dr.,Y,23282912,15
Black,Marcus,Mr.,Y,9913953,15
Black,Michael,Mr.,N,7579573,15
Black,Mike,Sir,N,11282109,16
Black,Myra,Dr.,Y,980763,15
Black,Sean,Mr.,Y,4707212,15
Black,Susan,Mrs.,N,15036750,15
Black,Tyrone,Sir,N,56475,15
Black,Virgilio,Sir,Y,10416082,15
Black,William,Mr.,Y,11460588,15
Black,William,Mr.,Y,16538886,15
Black,William,Sir,N,7978463,16
Blackburn,Carolyn,Dr.,N,8116463,16
Blackburn,Georgia,Mrs.,Y,12828428,16
Blackburn,Jennifer,Dr.,Y,13304667,15
Blackburn,Nancy,Dr.,null,12542677,15
Blackburn,Raymundo,Mr.,N,14019022,15
Blackman,Debbie,Dr.,N,2092831,15
Blackman,Joanna,Dr.,Y,10239452,15
Blackman,Rachel,Ms.,Y,16779298,15
Blackmon,Arturo,Mr.,N,16340767,15
Blackmon,Barbara,Mrs.,N,21525962,15
Blackmon,Claude,Sir,N,566107,15
Blackmon,Garland,Mr.,N,17611866,15
Blackmon,Irene,Miss,Y,19656586,15
Blackmon,Lonnie,Mr.,Y,23338544,15
Blackmon,Pamela,Mrs.,N,4738356,15
Blackmon,Ralph,Mr.,Y,4181309,16
Blackmon,Stephanie,Ms.,Y,13247561,15
Blackmon,Terry,Dr.,N,9035891,15
Blackwell,Barbara,Ms.,Y,8938516,15
Blackwell,Carole,Ms.,N,23394232,15
Blackwell,Dale,Mr.,N,9490241,15
Blackwell,Deanna,Mrs.,Y,19775559,15
Blackwell,Elaine,Dr.,Y,473556,15
Blackwell,Eric,Dr.,N,12396980,15
Blackwell,Hershel,Dr.,Y,3999728,15
Blackwell,Jennifer,Ms.,Y,17613803,16
Blackwell,Julian,Mr.,N,9162749,15
Blackwell,Margie,Miss,N,14345803,15
Blackwell,Scott,Mr.,N,11339463,15
Blackwell,Tammy,Miss,Y,18274540,16
Blackwell,Tom,Sir,N,9128890,16
Blackwood,Miriam,Mrs.,Y,4052032,15
Blair,Brian,Sir,Y,919887,15
Blair,Christine,Ms.,Y,3837913,15
Blair,Edward,Mr.,Y,5530060,15
Blair,Edward,Mr.,N,2180776,15
Blair,Elizabeth,Ms.,Y,17823935,16
Blair,Gabriel,Mr.,N,9763780,15
Blair,Gary,Sir,N,22268783,16
Blair,Loyd,Dr.,Y,20267382,15
Blair,Marie,Ms.,N,17938532,15
Blair,Marvin,Mr.,N,8820219,15
Blair,Mathew,Sir,Y,17765088,15
Blair,Nicholas,Sir,Y,11363600,15
Blair,Regina,Miss,Y,20318892,16
Blair,Rosa,null,Y,14547217,15
Blais,Frieda,Dr.,Y,1179697,15
Blais,Max,Mr.,N,5957485,15
Blake,null,null,Y,3324881,15
Blake,null,Sir,null,9720559,16
Blake,Alan,Dr.,N,18362435,16
Blake,Brian,Mr.,N,16881647,15
Blake,Christopher,Mr.,Y,22315945,16
Blake,Daniel,Mr.,Y,9444003,15
Blake,Danny,Sir,N,2182693,15
Blake,Dolores,Dr.,N,18549465,15
Blake,Genesis,Mrs.,Y,4774824,15
Blake,Harry,Dr.,Y,19800661,15
Blake,Homer,Dr.,Y,11134350,16
Blake,Homer,Dr.,Y,22263806,15
Blake,Kimberly,Miss,N,14996658,15
Blake,Lynda,Mrs.,N,10004730,15
Blake,Monica,Mrs.,N,2461176,15
Blake,Norman,Mr.,Y,9352352,16
Blake,Paul,Mr.,Y,16649621,15
Blake,Pauline,Ms.,Y,9255932,16
Blake,Robert,Dr.,Y,6116870,15
Blake,Rosemary,Ms.,Y,4034179,15
Blake,Stephanie,Miss,Y,5398989,15
Blake,Timothy,Dr.,Y,11934152,15
Blake,Timothy,Dr.,Y,17199084,15
Blakely,Elizabeth,Ms.,Y,10435972,16
Blakely,Samantha,Ms.,N,4757077,15
Blalock,Carmel,Dr.,N,11020002,16
Blanchard,James,Sir,Y,16063983,15
Blanchard,Leanne,Miss,N,16856152,16
Blanchard,Lester,Mr.,Y,22239902,15
Blanchard,Louis,Sir,N,12405570,16
Blanchard,Marie,Mrs.,N,14043648,15
Blanchard,Rhonda,Ms.,Y,19637701,15
Blanchard,Stephanie,Ms.,N,14479510,15
Blanchard,Tammy,Ms.,Y,3536815,15
Blanchard,Wally,Dr.,N,6699135,15
Blanchette,Lydia,Ms.,N,23922472,15
Blanco,Herbert,Dr.,Y,10929827,16
Blanco,Leopoldo,Sir,N,16263186,15
Blanco,Sylvia,Ms.,Y,9308716,15
Bland,Cheryl,Mrs.,Y,20193671,15
Bland,Eva,Ms.,N,17350753,15
Bland,Francis,Sir,N,2339035,16
Bland,Jason,Dr.,N,7940852,16
Bland,Lois,Miss,N,2714123,15
Bland,Margaret,Dr.,N,3222369,15
Bland,Sharon,Mrs.,Y,23677303,16
Bland,Tiffany,Ms.,Y,22354932,15
Bland,Tommy,Mr.,Y,8883289,15
Bland,William,Sir,N,6718140,15
Blank,John,Sir,N,23067871,16
Blank,Jose,Mr.,Y,1253877,15
Blank,Mark,Dr.,N,6572381,15
Blank,Melissa,Miss,Y,2081007,15
Blank,Ronald,Dr.,Y,14918848,15
Blankenship,Beverly,Miss,Y,16216081,15
Blankenship,Chrissy,Miss,Y,4845175,16
Blankenship,Ericka,Ms.,Y,15558272,16
Blankenship,Gary,Mr.,Y,6891949,16
Blankenship,Greg,Mr.,Y,1336409,15
Blankenship,Henry,Mr.,N,6526652,15
Blankenship,James,Dr.,N,21557592,15
Blankenship,Jeff,Sir,Y,9671292,15
Blankenship,Jessica,Miss,Y,15486664,15
Blankenship,Jewel,Sir,N,13046893,15
Blankenship,Joshua,Sir,N,20802550,15
Blankenship,Larry,Dr.,N,18297074,15
Blankenship,Margie,Mrs.,N,7538117,16
Blankenship,Regina,Ms.,N,5620831,16
Blankenship,Richard,Dr.,N,9653382,15
Blankenship,Sarah,Miss,N,19878488,15
Blankenship,Stephen,Mr.,N,12826743,16
Blankenship,Terry,Dr.,N,13230116,15
Blanton,David,Sir,N,14749300,16
Blanton,Gary,Sir,Y,3893771,15
Blanton,Jeromy,Sir,N,1987940,16
Blanton,John,Dr.,N,7097201,15
Blanton,Robert,Dr.,Y,13391626,16
Blaylock,Harris,Dr.,Y,7565074,15
Blaylock,Thomas,Dr.,N,11261884,16
Bledsoe,Betty,Mrs.,Y,10731122,15
Bledsoe,Constance,Mrs.,Y,21859713,15
Bledsoe,Enrique,Sir,N,8932593,16
Bledsoe,James,Mr.,N,1296991,15
Bledsoe,Kelly,null,Y,11457365,15
Bledsoe,Marcus,Sir,N,19190691,16
Bledsoe,Michael,Mr.,N,20048543,15
Bledsoe,Pete,Mr.,N,16272491,16
Bledsoe,Shane,Dr.,Y,12269293,15
Bledsoe,Sharon,Miss,Y,9478389,15
Blevins,null,null,N,12767189,15
Blevins,null,Dr.,Y,15904623,15
Blevins,Dale,Sir,N,2866781,15
Blevins,David,Sir,N,57009,15
Blevins,Derek,Sir,Y,21288217,15
Blevins,Kirsten,Miss,Y,2155245,16
Blevins,Lester,Mr.,Y,16873616,15
Blevins,Nathaniel,Sir,Y,23912953,15
Blevins,Sandra,Ms.,N,8208048,15
Blevins,Tim,Sir,N,7095773,15
Blevins,Veronica,Mrs.,Y,22770884,16
Bliss,Amy,Mrs.,Y,21303628,16
Bliss,Loretta,Miss,N,19180388,15
Bliss,Stephanie,Miss,N,13022188,15
Block,Annie,Dr.,N,11663190,15
Block,Francis,Sir,N,14585558,15
Block,Frank,Mr.,Y,9888030,15
Block,George,Dr.,Y,13145374,15
Block,Jeffrey,Sir,Y,18682325,15
Block,Louise,Miss,N,1532957,16
Block,Rosalinda,Mrs.,Y,21365225,15
Block,Ryan,Sir,N,14675341,15
Block,William,Sir,N,8011927,15
Blocker,Dallas,Sir,N,4269714,15
Blocker,Edwin,Dr.,Y,4782795,15
Blocker,Jerilyn,Dr.,Y,17287382,16
Blocker,Kent,Mr.,N,9532816,15
Blocker,Lena,Dr.,N,15870122,16
Blocker,Pamela,null,null,990425,15
Blodgett,Michelle,Miss,Y,4853442,15
Blodgett,Robert,Dr.,Y,20859468,16
Bloom,null,null,null,15496021,16
Bloom,Sam,Dr.,N,10831412,15
Blount,Alfred,Dr.,N,1601810,15
Blount,Corinne,Dr.,Y,5003415,16
Blount,Deborah,Dr.,N,11184715,15
Blount,Dexter,Sir,Y,1508669,16
Blount,Virginia,Miss,N,1750059,16
Blue,Andrea,Mrs.,N,4600191,16
Blue,Gregory,Dr.,N,22533910,15
Blue,Joann,Dr.,N,10559966,15
Blue,Kirk,Sir,Y,23653051,15
Blue,Nichole,Dr.,Y,2446881,15
Blue,Sam,Dr.,N,20590987,15
Blum,null,null,null,10506341,15
Blum,Aaron,Dr.,Y,12698054,15
Blum,Richard,Mr.,N,23652588,15
Blum,Tommy,Sir,Y,20853419,16
Blunt,Alma,Mrs.,Y,23982192,15
Blunt,Caitlin,Dr.,N,14692571,15
Blunt,Eric,Mr.,N,4640524,15
Blythe,Clyde,Dr.,Y,10126748,16
Boatman,Lucille,Ms.,N,21637553,16
Boatright,Debra,Miss,Y,15946247,16
Boatwright,James,Mr.,N,12267796,16
Bobbitt,Marta,Miss,N,6217209,16
Bobo,Helen,Mrs.,N,21062651,16
Bobo,Sherry,Dr.,Y,1088417,16
Bock,Ashley,Dr.,Y,5260879,15
Bock,Craig,Dr.,Y,23750722,15
Bock,Daniella,Ms.,N,1005421,15
Bock,Ron,Dr.,N,15278716,16
Boehm,Nancy,Dr.,N,7322003,15
Boettcher,James,Sir,Y,3704676,15
Boettcher,Lester,Mr.,N,16072634,15
Boettcher,Scott,Dr.,N,3053775,15
Bogan,Marta,Mrs.,N,15608704,16
Bogan,Tracy,Sir,Y,2581644,15
Boggs,Alice,Dr.,Y,19462222,15
Boggs,Herman,Mr.,N,20709201,15
Boggs,Malcolm,Mr.,Y,11800634,15
Boggs,Michael,Dr.,N,16262502,15
Boggs,Miguel,Mr.,N,3404353,15
Boggs,Patrick,Sir,N,4329868,15
Boggs,Ray,Dr.,Y,22975001,15
Boggs,Rosanna,Mrs.,Y,10351021,15
Bohannon,Leonard,Sir,N,22670035,15
Bohn,Michael,Sir,N,11231325,16
Boisvert,null,Mr.,N,9151468,15
Boisvert,Dennis,Sir,N,13401649,15
Boland,Dot,Dr.,N,3080882,15
Boland,Dot,Dr.,N,14591739,16
Bolden,null,null,N,20293533,15
Bolden,Carson,Dr.,N,21315785,16
Bolden,David,Mr.,Y,102686,16
Bolden,Eric,Sir,N,924811,15
Bolden,Kareem,Sir,N,12380509,15
Bolden,Lynne,Ms.,N,14742613,15
Bolden,Michael,Mr.,Y,2822222,15
Bolduc,Eduardo,Sir,N,8342389,15
Bolduc,Hollis,Mr.,Y,15688508,15
Bolen,John,Sir,N,22271828,15
Bolen,Mario,Sir,N,11529452,16
Bolen,Shaun,Dr.,Y,4324955,16
Boles,Anna,Mrs.,N,16702056,15
Boles,Ethel,Dr.,N,6317499,15
Boles,Harriet,Ms.,N,20702876,16
Boles,Kevin,Dr.,N,243565,15
Boles,Lorna,Ms.,Y,20826855,15
Bolin,Raymond,Sir,N,19987110,15
Bolin,Ron,Dr.,N,15797156,15
Bolin,Sarah,Ms.,Y,4248668,15
Boling,Robert,Mr.,N,8063402,15
Bollinger,Jennifer,Ms.,N,7961868,16
Bolt,Cathrine,Miss,N,11245819,16
Bolt,Leonard,Sir,Y,10341467,15
Bolt,Robert,Sir,Y,18957174,15
Bolton,Brandon,Mr.,N,19313452,16
Bolton,Charles,Sir,Y,15623698,15
Bolton,Eva,Miss,N,5918680,15
Bolton,Jake,Dr.,N,14023355,16
Bolton,James,Mr.,Y,19370516,15
Bolton,Jorge,Sir,N,15930127,15
Bolton,Jorge,Sir,N,21886907,15
Bolton,Mindy,Ms.,Y,7623845,15
Bolton,Nicholas,Dr.,Y,19181593,15
Bolton,Teresa,Dr.,N,14180008,16
Bond,Charles,Dr.,Y,6190006,15
Bond,Charlotte,Miss,Y,23419052,15
Bond,Crystal,Dr.,N,80892,15
Bond,Doris,Miss,Y,1110482,15
Bond,Edward,Dr.,N,18585889,16
Bond,Geraldine,Dr.,N,13532090,16
Bond,Holly,Mrs.,N,2223483,16
Bond,Kenneth,Mr.,Y,6425675,16
Bond,Kent,Dr.,N,21250149,15
Bond,Melinda,Dr.,Y,23453823,15
Bond,Melissa,Mrs.,N,21726539,15
Bond,Rosa,Ms.,Y,1753683,15
Bond,Travis,Dr.,Y,618826,15
Bond,William,Sir,N,16533361,15
Bonds,null,Sir,null,15516869,15
Bonds,Andrew,Ms.,N,6871903,15
Bonds,Barbara,Miss,N,13938797,15
Bonds,Leticia,null,null,15436643,15
Bonds,Royal,Mr.,N,12913280,16
Bone,null,null,N,4850620,16
Bone,Cynthia,Miss,N,11287984,16
Bone,Nickole,Dr.,N,12246750,15
Bone,Racheal,Dr.,N,16841623,15
Bonilla,Donald,Mr.,N,472510,15
Bonilla,Ernest,Mr.,Y,1476716,15
Bonilla,Josephine,Mrs.,Y,11806066,15
Bonilla,Karen,Mrs.,Y,19320005,15
Bonilla,Kathi,Dr.,N,21110806,16
Bonilla,Lisa,Dr.,N,5523946,16
Bonilla,Lisa,Dr.,null,13734040,15
Bonilla,Liza,Mrs.,Y,16785921,15
Bonilla,Michael,Mr.,Y,8196524,16
Bonilla,Noel,Sir,N,2583868,16
Bonner,Annette,Dr.,N,5556886,15
Bonner,Danny,Mr.,N,5231741,15
Bonner,Darrell,Mr.,Y,90451,15
Bonner,Frank,Dr.,N,955112,15
Bonner,Jerry,Sir,Y,11512440,15
Bonner,Laurie,Miss,N,23169336,16
Bonner,Lesley,Sir,N,18289151,15
Bonner,Norma,Mrs.,Y,6848115,15
Bonner,Ruth,Mrs.,Y,11966870,15
Bonner,Susan,Mrs.,Y,1562147,16
Bonner,Velma,Mrs.,Y,20377259,15
Book,Michelle,Dr.,Y,16432886,15
Booker,null,Mr.,Y,17424506,15
Booker,null,Mrs.,null,13401418,15
Booker,Ashley,Mrs.,Y,20924927,16
Booker,Candida,Mrs.,N,14040309,16
Booker,Chad,Dr.,Y,9098395,16
Booker,Christopher,Sir,Y,11837467,15
Booker,Emily,Mrs.,Y,17014196,15
Booker,Gwendolyn,Miss,Y,6580758,16
Booker,James,Mr.,N,14762625,15
Booker,Kurt,Sir,N,1117639,15
Booker,Richard,Sir,Y,5898086,16
Booker,Son,Sir,N,19088312,15
Booker,Steven,Mr.,Y,11099039,16
Booker,Susan,Dr.,Y,19456506,15
Booker,William,Dr.,N,1985075,15
Boone,Cynthia,Mrs.,N,14096656,15
Boone,Dolores,Ms.,N,2061643,15
Boone,Donald,Sir,N,4515369,15
Boone,Doris,Miss,N,13978247,15
Boone,Eddie,Dr.,N,3220794,16
Boone,Gary,Sir,N,5414414,16
Boone,Jay,Mr.,Y,21753174,15
Boone,Joyce,Dr.,Y,13918339,15
Boone,Julie,Miss,N,19279049,16
Boone,Kymberly,Miss,N,3454357,15
Boone,Ralph,Mr.,N,6980025,15
Boone,Renata,Miss,N,1702224,15
Boone,Stephanie,Dr.,Y,17444613,15
Boone,Susan,Ms.,Y,3911862,15
Boone,Teresa,Mrs.,N,6281590,16
Boone,Willie,Sir,N,19684369,16
Booth,Bonnie,Ms.,N,4686330,15
Booth,Claudia,Dr.,N,4906005,15
Booth,Douglas,Dr.,N,723227,15
Booth,Francisco,Dr.,Y,22946754,16
Booth,James,Sir,N,16210028,15
Booth,Jason,Mr.,Y,1182230,16
Booth,Juan,Mr.,Y,11429536,15
Booth,Thomas,Mr.,Y,18167952,15
Booth,Virginia,Ms.,Y,16559464,15
Boothe,Nathan,Mr.,N,12043452,15
Boothe,Nathan,Mr.,N,21393307,15
Bordelon,Elizabeth,Dr.,N,21068506,15
Borden,Christine,Mrs.,N,12975803,15
Borden,Donna,Dr.,N,1277708,15
Borden,Eric,Mr.,Y,10861645,16
Borden,John,Mr.,Y,6961319,15
Borden,Theresa,Mrs.,Y,7394367,15
Borders,Carlene,Ms.,Y,15574767,15
Borders,Elaina,Mrs.,Y,19641063,15
Borders,Mark,Sir,N,21639354,15
Boren,Hilda,Miss,Y,18175237,16
Borges,Barbara,Miss,N,722521,15
Borges,Bernard,Sir,N,19181646,16
Borges,Truman,Dr.,Y,15038780,15
Borrego,Deborah,Dr.,Y,6037775,15
Bosley,Dwight,Sir,N,10998722,16
Boss,Mirta,Ms.,N,1537424,15
Bostic,null,Dr.,N,1853719,16
Bostic,Joseph,Sir,Y,3972834,15
Bostic,Linda,Miss,N,8915293,15
Bostic,Richard,Mr.,N,5348501,16
Bostic,Richard,Mr.,N,14757851,15
Bostick,Crystal,Mrs.,N,9678268,15
Bostick,Martha,Miss,N,23879578,15
Boston,Adeline,Ms.,N,16430512,16
Boston,Glenda,Ms.,N,13504701,15
Boston,Katie,Miss,N,5818555,15
Boston,Lora,Ms.,Y,7408615,15
Boston,Lorraine,Dr.,N,5917142,16
Boston,Marjorie,Dr.,N,20556566,15
Boston,Robert,Sir,N,1728077,15
Boswell,Arthur,null,null,22952245,15
Boswell,Dolores,null,null,3808300,15
Boswell,Gladys,Ms.,N,2578819,15
Boswell,James,Mr.,Y,15382919,15
Boswell,Kevin,Dr.,Y,21928242,15
Boswell,Marilyn,Miss,N,20498777,16
Bottoms,Rose,Ms.,N,16179123,15
Bottoms,Tara,Mrs.,N,8364545,15
Bouchard,Agueda,Miss,Y,14477112,15
Bouchard,David,Dr.,Y,19132966,15
Bouchard,Ernest,Sir,N,5580592,15
Bouchard,Jennifer,Dr.,N,19483195,15
Bouchard,Jeramy,Mr.,Y,9152164,15
Boucher,Bobby,Sir,N,529758,15
Boucher,Bruce,Sir,Y,23729584,15
Boucher,Cheryl,Ms.,N,18940973,15
Boucher,Donna,Ms.,N,14590898,16
Boucher,Estelle,Mrs.,N,2247715,15
Boucher,Geraldine,Ms.,Y,8580863,15
Boucher,James,Dr.,N,11395378,16
Boucher,Margaret,Mrs.,Y,18138730,16
Boucher,Wilbert,Mr.,N,8895262,15
Boudreau,Angela,Ms.,N,16325144,16
Boudreaux,Ada,Mrs.,Y,18793038,16
Boudreaux,Barbara,Ms.,Y,6241498,16
Boudreaux,Charlene,Miss,N,23439746,15
Boudreaux,Evelyn,Miss,Y,23453578,15
Boudreaux,Flora,Dr.,Y,1287083,15
Bounds,Bruce,Mr.,N,15011914,15
Bounds,Justin,Dr.,N,16280502,15
Bounds,Nicholas,Dr.,Y,12882345,15
Bourgeois,Alice,Ms.,N,5442189,15
Bourgeois,Amanda,Miss,N,13732279,15
Bourgeois,Ann,Ms.,Y,6876504,15
Bourgeois,Jose,Sir,N,6796579,16
Bourgeois,Teresa,Ms.,Y,2835169,15
Bourgeois,William,Mr.,Y,14466666,15
Bourne,Derrick,Mr.,N,16497652,15
Bourne,Trisha,Dr.,Y,14869624,15
Bourque,Anita,Miss,N,7818525,15
Bourque,Henry,Mr.,N,10023458,15
Bourque,Raymond,Sir,N,23851754,16
Bourque,Ronald,Mr.,N,6852841,15
Bowden,Alejandro,Dr.,N,17027491,15
Bowden,Brett,Mr.,N,17546190,15
Bowden,Elizabeth,Dr.,Y,20531011,15
Bowden,Erica,Mrs.,N,22818123,15
Bowden,Renata,Miss,N,6509016,16
Bowen,null,null,null,20477639,16
Bowen,Andra,Miss,Y,21047879,15
Bowen,Andrew,Mrs.,Y,246521,16
Bowen,Andrew,Mrs.,Y,4964587,15
Bowen,Ashlie,Mrs.,Y,18442000,16
Bowen,Barbara,Dr.,Y,6600161,15
Bowen,Barbara,Mrs.,Y,14383007,16
Bowen,Barry,Dr.,N,13375132,16
Bowen,Carolyn,Miss,Y,12452672,15
Bowen,Charles,Dr.,N,8670673,15
Bowen,Christopher,Mr.,Y,19360455,15
Bowen,Clarence,Mr.,Y,16624665,15
Bowen,David,Sir,N,13047291,15
Bowen,Donna,Mrs.,N,11209247,15
Bowen,Emil,Mr.,Y,17377989,15
Bowen,Ethel,Dr.,Y,23471717,15
Bowen,Gary,Sir,Y,22379545,15
Bowen,Jackie,Mr.,Y,20381816,15
Bowen,Joseph,Dr.,Y,11158308,15
Bowen,Ken,Mr.,Y,12991970,15
Bowen,Leon,Dr.,N,16203367,15
Bowen,Phillip,Sir,N,4923662,15
Bowen,Richard,Sir,N,5167602,15
Bowen,Ronald,Dr.,N,16714969,15
Bowen,Rudy,Dr.,Y,18989805,15
Bowen,Samuel,Mr.,N,5851597,15
Bowen,Sarah,Mrs.,N,19289202,15
Bowens,Christina,Miss,Y,1362243,16
Bowens,Cortney,Dr.,N,1046102,15
Bower,Barbara,Mrs.,Y,3857229,15
Bower,Stephen,Sir,Y,10244497,15
Bowers,null,Dr.,null,9730395,16
Bowers,Angela,Dr.,N,2942400,16
Bowers,Duane,Dr.,Y,7063126,15
Bowers,Edmundo,Sir,Y,10022804,15
Bowers,Josephine,Miss,Y,15374670,15
Bowers,Lai,Mrs.,Y,15731499,15
Bowers,Lee,Dr.,Y,18622521,16
Bowers,Lisa,Mrs.,Y,21509630,15
Bowers,Martha,Miss,Y,20359606,16
Bowers,Pierre,Mr.,Y,23080388,15
Bowers,Ray,Mr.,Y,23746544,16
Bowers,Richard,Dr.,Y,23426763,15
Bowers,Teresa,Miss,Y,15564069,15
Bowers,Walter,Mr.,Y,5421377,15
Bowie,Corey,Mr.,N,23146731,15
Bowie,Korey,Mr.,N,23113013,15
Bowie,William,Sir,N,23081414,15
Bowler,Edward,Sir,N,19050350,15
Bowles,Henry,Mr.,Y,16279113,15
Bowles,Henry,Sir,Y,17858696,16
Bowles,Kristine,Mrs.,N,17523389,16
Bowles,Richard,Sir,Y,5282481,15
Bowles,Robert,Dr.,Y,7479105,16
Bowles,Robert,Dr.,N,13326509,15
Bowles,Sean,Dr.,Y,11531151,16
Bowlin,Larry,Mr.,N,2836156,15
Bowling,Derrick,Sir,N,8406821,15
Bowling,Gerald,Mr.,N,3552641,16
Bowling,Henry,Mr.,N,3775385,15
Bowling,Loraine,Dr.,N,19667607,15
Bowling,Pearl,Mrs.,Y,14939621,15
Bowman,Alice,Dr.,Y,14279556,15
Bowman,Betty,Ms.,Y,18055050,15
Bowman,Charles,Dr.,Y,5150148,16
Bowman,Claudette,Mrs.,Y,21110382,15
Bowman,Donna,Mrs.,N,8542413,15
Bowman,Elizabeth,Mrs.,Y,15587365,15
Bowman,Eric,Sir,Y,10437076,15
Bowman,Frank,Mr.,N,2249141,15
Bowman,Geoffrey,Sir,N,21547541,16
Bowman,Hector,Mr.,N,9976127,15
Bowman,Juana,Mrs.,N,22912108,16
Bowman,Leona,Dr.,N,3213940,15
Bowman,Maribel,Ms.,Y,19590377,15
Bowman,Mike,Mr.,Y,20049334,15
Bowman,Nathaniel,Dr.,N,19621037,15
Bowman,Pauline,Ms.,N,22690700,15
Bowman,Raymond,Sir,N,3847643,15
Bowman,Rebecca,Mrs.,Y,9770840,15
Bowman,Rebecca,Mrs.,Y,22789280,15
Bowman,Richard,Dr.,Y,8447846,15
Bowman,Sandra,Dr.,Y,18553758,15
Bowman,Sharon,Ms.,Y,5672906,15
Bowman,Susan,Dr.,Y,19996002,15
